the_url,time,title
http://www.kidscode.cn/archives/6559,2018-10-18 17:36,怎么用手机编写Python
http://www.kidscode.cn/archives/6747,2018-11-27 22:06,Python基础练习实例41(两个变量互换)
http://www.kidscode.cn/archives/6720,2018-11-21 18:02,Python基础练习实例40(矩阵相加)
http://www.kidscode.cn/archives/6784,2018-12-07 23:09,Python基础练习实例42（按位与运算)
http://www.kidscode.cn/archives/6829,2018-12-19 22:12,Python基础练习实例43（找水仙花数)
http://www.kidscode.cn/archives/6826,2018-12-16 20:22,Python基础练习实例42（按位或|运算)
http://www.kidscode.cn/archives/6875,2018-12-30 20:56,Python基础练习实例45（使用异或交换两个数)
http://www.kidscode.cn/archives/6842,2018-12-24 18:00,Python基础练习实例44（按位&运算的实际应用)
http://www.kidscode.cn/archives/6928,2019-01-18 21:39,Python基础练习实例47（变换符号，位运算实际应用)
http://www.kidscode.cn/archives/6922,2019-01-14 22:00,Python基础练习实例46（查询价格）
http://www.kidscode.cn/archives/7041,2019-02-18 22:35,Python基础练习实例48（计算绝对值，位运算实际应用)
http://www.kidscode.cn/archives/6720,2018-11-21 18:02,Python基础练习实例40(矩阵相加)
http://www.kidscode.cn/archives/3392,2016-04-22 13:16,《与孩子一起学编程》小结之变量命名规则
http://www.kidscode.cn/archives/3987,2016-10-19 21:33,一行代码能实现如此酷的效果，小朋友干嘛还想去做病毒呢
http://www.kidscode.cn/archives/3210,2016-03-29 16:31,《与孩子一起学编程》第24章计算机仿真之Lunar Lander
http://www.kidscode.cn/archives/6449,2018-09-05 22:01,Python基础练习实例30（检测回文数）
http://www.kidscode.cn/archives/2329,2015-12-03 14:04,《与孩子一起学编程》第15章模块之标准模块
http://www.kidscode.cn/archives/1522,2015-06-16 11:00,《与孩子一起学编程》第五章输入之Print 命令和逗号
http://www.kidscode.cn/archives/6208,2018-07-27 22:39,Python基础练习实例20（弹球问题）
http://www.kidscode.cn/archives/2765,2016-01-26 13:01,《与孩子一起学编程》第19章声音之为PyPong添加音乐
http://www.kidscode.cn/archives/2047,2015-10-23 13:58,《与孩子一起学编程》第12章收集起来-列表之可改变和不可改变
http://www.kidscode.cn/archives/1589,2015-07-02 11:29,《与孩子一起学编程》第七章判断再判断之测试，测试
http://www.kidscode.cn/archives/6559,2018-10-18 17:36,怎么用手机编写Python
http://www.kidscode.cn/archives/1689,2015-07-30 22:04,《与孩子一起学编程》第八章之使用计数循环
http://www.kidscode.cn/archives/2730,2016-01-24 20:46,《与孩子一起学编程》第19章声音之更多声音
http://www.kidscode.cn/archives/1896,2015-09-24 21:23,《与孩子一起学编程》第12章收集起来-列表之从列表获取元素
http://www.kidscode.cn/archives/1903,2015-09-26 16:59,《与孩子一起学编程》第12章收集起来-列表之列表“分片”
http://www.kidscode.cn/archives/1890,2015-09-22 21:31,《与孩子一起学编程》第12章收集起来-列表之这个点是什么
http://www.kidscode.cn/archives/1883,2015-09-21 22:09,《与孩子一起学编程》第12章收集起来-列表之向列表增加元素
http://www.kidscode.cn/archives/1923,2015-09-30 20:59,《与孩子一起学编程》第12章收集起来-列表之修改元素
http://www.kidscode.cn/archives/1619,2015-07-12 22:36,《与孩子一起学编程》第七章判断再判断之是不是有问题
http://www.kidscode.cn/archives/1971,2015-10-15 20:34,《与孩子一起学编程》第12章收集起来-列表之循环处理列表
http://www.kidscode.cn/archives/2033,2015-10-22 18:21,《与孩子一起学编程》第12章收集起来-列表之列表排序
http://www.kidscode.cn/archives/1702,2015-08-04 21:58,《与孩子一起学编程》第八章之一条捷径--range()
http://www.kidscode.cn/archives/1929,2015-10-08 22:33,《与孩子一起学编程》第12章收集起来-列表之向列表增加元素的其他方法
http://www.kidscode.cn/archives/1954,2015-10-13 21:48,《与孩子一起学编程》第12章收集起来-列表之搜索列表
http://www.kidscode.cn/archives/1596,2015-07-03 13:25,《与孩子一起学编程》第七章判断再判断之缩进
http://www.kidscode.cn/archives/1724,2015-08-07 16:43,《与孩子一起学编程》第八章之没有数字的计数
http://www.kidscode.cn/archives/1728,2015-08-10 14:32,《与孩子一起学编程》第八章之关于这个问题
http://www.kidscode.cn/archives/2222,2015-11-19 13:33,《与孩子一起学编程》第14章对象之创建对象
http://www.kidscode.cn/archives/1717,2015-08-06 22:16,《与孩子一起学编程》第八章之按步长计数
http://www.kidscode.cn/archives/2208,,
http://www.kidscode.cn/archives/2250,2015-11-20 22:35,《与孩子一起学编程》第14章对象之一个示例类---HotDog
http://www.kidscode.cn/archives/2213,2015-11-13 13:25,《与孩子一起学编程》第14章对象之对象=属性+方法
http://www.kidscode.cn/archives/1710,2015-08-05 21:55,《与孩子一起学编程》第八章之风格问题--循环变量名
http://www.kidscode.cn/archives/2265,2015-11-22 21:30,《与孩子一起学编程》第14章对象之隐藏数据
http://www.kidscode.cn/archives/1732,2015-08-11 11:11,《与孩子一起学编程》第八章之跳出循环--break和continue
http://www.kidscode.cn/archives/2294,2015-11-27 13:09,《与孩子一起学编程》第15章模块之什么是模块
http://www.kidscode.cn/archives/2322,2015-12-01 13:29,《与孩子一起学编程》第15章模块之命名空间
http://www.kidscode.cn/archives/2280,2015-11-26 13:11,《与孩子一起学编程》第14章对象之小结
http://www.kidscode.cn/archives/2313,2015-11-30 20:14,《与孩子一起学编程》第15章模块之如何创建、使用模块
http://www.kidscode.cn/archives/1512,2015-06-15 10:26,《与孩子一起学编程》第五章输入之raw_input()
http://www.kidscode.cn/archives/1937,2015-10-10 22:17,《与孩子一起学编程》第12章收集起来-列表之从列表删除元素
http://www.kidscode.cn/archives/2267,2015-11-24 13:58,《与孩子一起学编程》第14章对象之多态和继承
http://www.kidscode.cn/archives/1753,2015-08-16 20:40,《与孩子一起学编程》第九章注释之注释风格
http://www.kidscode.cn/archives/1789,2015-08-26 13:44,《与孩子一起学编程》第十一章嵌套与可变循环之可变嵌套循环
http://www.kidscode.cn/archives/1756,2015-08-17 20:37,《与孩子一起学编程》第九章注释之注释掉
http://www.kidscode.cn/archives/1776,2015-08-24 13:53,《与孩子一起学编程》第十一章嵌套与可变循环
http://www.kidscode.cn/archives/1802,2015-08-28 13:33,《与孩子一起学编程》第十一章嵌套与可变循环之使用嵌套循环
http://www.kidscode.cn/archives/1795,2015-08-27 20:53,《与孩子一起学编程》第十一章嵌套与可变循环之更多可变嵌套循环
http://www.kidscode.cn/archives/1864,2015-09-18 13:28,《与孩子一起学编程》第12章收集起来-列表之创建列表
http://www.kidscode.cn/archives/1840,2015-09-13 21:21,《与孩子一起学编程》第十一章嵌套与可变循环之本章小结
http://www.kidscode.cn/archives/1827,2015-09-10 14:18,《与孩子一起学编程》第十一章嵌套与可变循环之计算卡路里
http://www.kidscode.cn/archives/1782,2015-08-25 20:41,《与孩子一起学编程》第十一章嵌套与可变循环之可变循环
http://www.kidscode.cn/archives/1635,2015-07-16 13:42,《与孩子一起学编程》第七章判断再判断之测试多个条件
http://www.kidscode.cn/archives/1643,2015-07-20 21:34,《与孩子一起学编程》第七章判断再判断之使用and
http://www.kidscode.cn/archives/1627,2015-07-14 13:55,《与孩子一起学编程》第七章判断再判断之如果测试为假会怎么样
http://www.kidscode.cn/archives/1673,2015-07-27 21:54,《与孩子一起学编程》第八章转圈圈
http://www.kidscode.cn/archives/1748,2015-08-15 17:14,《与孩子一起学编程》第九章注释之多行注释
http://www.kidscode.cn/archives/2074,2015-10-26 20:20,《与孩子一起学编程》第13章函数之创建函数
http://www.kidscode.cn/archives/1656,2015-07-23 14:15,《与孩子一起学编程》第七章判断再判断之使用not
http://www.kidscode.cn/archives/2109,2015-11-03 20:04,《与孩子一起学编程》第13章函数之向函数传递参数
http://www.kidscode.cn/archives/2051,2015-10-25 13:43,《与孩子一起学编程》第12章收集起来-列表之双重列表数据表
http://www.kidscode.cn/archives/2167,2015-11-06 13:45,《与孩子一起学编程》第13章函数之变量作用域
http://www.kidscode.cn/archives/2095,2015-10-29 14:10,《与孩子一起学编程》第13章函数之调用函数
http://www.kidscode.cn/archives/2175,2015-11-09 19:11,《与孩子一起学编程》第13章函数之强制为全局
http://www.kidscode.cn/archives/2185,2015-11-10 13:46,《与孩子一起学编程》第13章函数之关于变量命名的一点建议
http://www.kidscode.cn/archives/2129,2015-11-04 19:38,《与孩子一起学编程》第13章函数之有多个参数的函数
http://www.kidscode.cn/archives/2191,2015-11-11 14:50,《与孩子一起学编程》第14章对象之真实世界中的对象
http://www.kidscode.cn/archives/1555,2015-06-24 14:30,《与孩子一起学编程》第六章GUI-图形用户界面之第一个GUI
http://www.kidscode.cn/archives/1552,2015-06-23 13:35,《与孩子一起学编程》第六章GUI-图形用户界面
http://www.kidscode.cn/archives/1535,2015-06-17 10:48,《与孩子一起学编程》第五章输入之输入数字
http://www.kidscode.cn/archives/1564,2015-06-26 11:15,《与孩子一起学编程》第六章GUI-图形用户界面之GUI输入
http://www.kidscode.cn/archives/1542,2015-06-18 11:01,《与孩子一起学编程》第五章输入之来自互联网的输入
http://www.kidscode.cn/archives/1569,2015-06-29 12:49,《与孩子一起学编程》第六章GUI-图形用户界面之选择你的口味
http://www.kidscode.cn/archives/2342,2015-12-07 15:49,《与孩子一起学编程》第16章图形之寻求帮助---Pygame
http://www.kidscode.cn/archives/1585,2015-07-01 14:37,《与孩子一起学编程》第六章GUI-图形用户界面之其他GUI组件
http://www.kidscode.cn/archives/2368,2015-12-11 15:17,《与孩子一起学编程》第16章图形之位置--屏幕坐标
http://www.kidscode.cn/archives/2393,2015-12-12 16:45,《与孩子一起学编程》第16章图形之单个像素
http://www.kidscode.cn/archives/2349,2015-12-08 15:10,《与孩子一起学编程》第16章图形之Pygame窗口
http://www.kidscode.cn/archives/2424,2015-12-14 20:09,《与孩子一起学编程》第16章图形之图像
http://www.kidscode.cn/archives/2447,2015-12-17 12:54,《与孩子一起学编程》第16章图形之动画
http://www.kidscode.cn/archives/2454,2015-12-18 13:10,《与孩子一起学编程》第16章图形之更流畅的动画
http://www.kidscode.cn/archives/1581,2015-06-30 12:52,《与孩子一起学编程》第六章GUI-图形用户界面之再看猜数游戏
http://www.kidscode.cn/archives/2457,2015-12-19 14:21,《与孩子一起学编程》第16章图形之让球反弹
http://www.kidscode.cn/archives/2507,2015-12-25 13:53,《与孩子一起学编程》第17章动画精灵和碰撞检测之嘣！碰撞检测
http://www.kidscode.cn/archives/2516,2015-12-26 22:30,《与孩子一起学编程》第17章动画精灵和碰撞检测之统计时间
http://www.kidscode.cn/archives/2527,2015-12-28 20:00,《与孩子一起学编程》第17章动画精灵和碰撞检测之用Pygame.time.Clock()控制帧速率
http://www.kidscode.cn/archives/2359,2015-12-10 15:56,《与孩子一起学编程》第16章图形之在窗口中画图
http://www.kidscode.cn/archives/2568,2016-01-05 14:09,《与孩子一起学编程》第18章一种新的输入--事件
http://www.kidscode.cn/archives/2481,2015-12-22 22:04,《与孩子一起学编程》第17章动画精灵和碰撞检测之动画精灵
http://www.kidscode.cn/archives/2572,2016-01-06 18:06,《与孩子一起学编程》第18章一种新的输入–事件之键盘事件
http://www.kidscode.cn/archives/2530,2015-12-29 13:13,《与孩子一起学编程》第17章动画精灵和碰撞检测之查检、调整帧速率
http://www.kidscode.cn/archives/2432,2015-12-15 13:04,《与孩子一起学编程》第16章图形之动起来
http://www.kidscode.cn/archives/1648,2015-07-21 13:30,《与孩子一起学编程》第七章判断再判断之使用or
http://www.kidscode.cn/archives/2622,2016-01-10 22:29,《与孩子一起学编程》第18章一种新的输入–事件之另一个游戏PyPong
http://www.kidscode.cn/archives/2632,2016-01-11 20:59,《与孩子一起学编程》第18章一种新的输入–事件之控制球拍
http://www.kidscode.cn/archives/2463,2015-12-20 16:45,《与孩子一起学编程》第16章图形之让球翻转
http://www.kidscode.cn/archives/2640,2016-01-12 13:06,《与孩子一起学编程》第18章一种新的输入–事件之记录分用pygame.font显示
http://www.kidscode.cn/archives/2661,2016-01-14 13:13,《与孩子一起学编程》第18章一种新的输入–事件之增加一个生命计数器
http://www.kidscode.cn/archives/2695,2016-01-19 13:35,《与孩子一起学编程》第19章声音之控制音量
http://www.kidscode.cn/archives/2673,2016-01-17 20:11,《与孩子一起学编程》第19章声音之播放声音
http://www.kidscode.cn/archives/2669,2016-01-15 13:12,《与孩子一起学编程》第19章声音之以Pygame寻求更多帮助---mixer
http://www.kidscode.cn/archives/2603,2016-01-08 13:07,《与孩子一起学编程》第18章一种新的输入–事件之定时器事件
http://www.kidscode.cn/archives/2779,2016-01-28 13:07,《与孩子一起学编程》第20章更多GUI之使用PythonCard
http://www.kidscode.cn/archives/2720,2016-01-21 12:54,《与孩子一起学编程》第19章声音之重复音乐
http://www.kidscode.cn/archives/2723,2016-01-22 12:33,《与孩子一起学编程》第19章声音之为Pypong增加声音
http://www.kidscode.cn/archives/1623,2015-07-13 22:06,《与孩子一起学编程》第七章判断再判断之其他类型的测试
http://www.kidscode.cn/archives/2796,2016-01-31 14:43,《与孩子一起学编程》第20章更多GUI之让GUI做点事情
http://www.kidscode.cn/archives/2840,2016-02-04 15:30,《与孩子一起学编程》第20章更多GUI之菜单上是什么
http://www.kidscode.cn/archives/2808,2016-02-01 15:46,《与孩子一起学编程》第20章更多GUI之事件处理器的返回
http://www.kidscode.cn/archives/2870,2016-02-16 22:28,《与孩子一起学编程》第21章打印格式化与字符串之水平间隔—制表符
http://www.kidscode.cn/archives/2818,2016-02-03 15:26,《与孩子一起学编程》第20章更多GUI之TempGUI
http://www.kidscode.cn/archives/2855,2016-02-14 21:48,《与孩子一起学编程》第21章打印格式化与字符串之换行
http://www.kidscode.cn/archives/2786,2016-01-29 16:26,《与孩子一起学编程》第20章更多GUI之组件
http://www.kidscode.cn/archives/2989,2016-03-10 09:06,《与孩子一起学编程》第22章文件输入与输出之打开文件
http://www.kidscode.cn/archives/2974,2016-03-08 13:43,《与孩子一起学编程》第22章文件输入与输出之什么是文件
http://www.kidscode.cn/archives/2583,2016-01-07 13:05,《与孩子一起学编程》第18章一种新的输入–事件之鼠标事件
http://www.kidscode.cn/archives/2959,2016-03-07 12:29,《与孩子一起学编程》第21章打印格式化与字符串之删除字符串及本章小结
http://www.kidscode.cn/archives/3015,2016-03-14 10:00,《与孩子一起学编程》第22章文件输入与输出之文本文件和二进制文件
http://www.kidscode.cn/archives/2816,2016-02-02 15:59,《与孩子一起学编程》第20章更多GUI之移动按钮
http://www.kidscode.cn/archives/3075,2016-03-18 09:53,《与孩子一起学编程》第22章文件输入与输出之又到了游戏时间---Hangman
http://www.kidscode.cn/archives/2976,2016-03-09 10:42,《与孩子一起学编程》第22章文件输入与输出之文件名
http://www.kidscode.cn/archives/3003,2016-03-11 11:34,《与孩子一起学编程》第22章文件输入与输出之读文件
http://www.kidscode.cn/archives/3039,2016-03-16 10:06,《与孩子一起学编程》第22章文件输入与输出之在文件中保存内容：pickle
http://www.kidscode.cn/archives/3101,2016-03-21 11:38,《与孩子一起学编程》第23章随机性之什么是随机性
http://www.kidscode.cn/archives/3107,2016-03-22 11:22,《与孩子一起学编程》第23章随机性之掷骰子
http://www.kidscode.cn/archives/6002,2018-06-21 22:52,Python基础练习实例11（兔子问题）
http://www.kidscode.cn/archives/6018,2018-06-25 21:50,Python基础练习实例12（素数）
http://www.kidscode.cn/archives/3181,2016-03-25 11:25,《与孩子一起学编程》第23章随机性之Crazy Eights
http://www.kidscode.cn/archives/6046,2018-07-01 20:32,Python基础练习实例13（水仙花数）
http://www.kidscode.cn/archives/3131,2016-03-23 09:24,《与孩子一起学编程》第23章随机性之创建一副牌
http://www.kidscode.cn/archives/3203,2016-03-28 13:09,《与孩子一起学编程》第24章计算机仿真之真实世界建模
http://www.kidscode.cn/archives/6063,2018-07-05 20:55,Python基础练习实例14（分解质因数）
http://www.kidscode.cn/archives/5990,2018-06-19 21:44,Python基础练习实例10（输出时间）
http://www.kidscode.cn/archives/6079,2018-07-09 20:11,Python基础练习实例15（条件运算符）
http://www.kidscode.cn/archives/6142,2018-07-19 20:52,Python基础练习实例17（统计字符）
http://www.kidscode.cn/archives/6124,2018-07-16 20:27,Python基础练习实例16（日期输出）
http://www.kidscode.cn/archives/3025,2016-03-15 10:30,《与孩子一起学编程》第22章文件输入与输出之写文件
http://www.kidscode.cn/archives/6299,2018-08-05 22:45,Python基础练习实例22（抽签问题）
http://www.kidscode.cn/archives/6311,2018-08-09 21:17,Python基础练习实例23（打印菱形）
http://www.kidscode.cn/archives/6238,2018-07-31 21:29,Python基础练习实例21（猴子吃桃问题）
http://www.kidscode.cn/archives/6399,2018-08-21 20:21,Python基础练习实例25（阶乘求和）
http://www.kidscode.cn/archives/6161,2018-07-22 22:52,Python基础练习实例18（算法小挑战）
http://www.kidscode.cn/archives/2978,2016-03-09 13:43,《与孩子一起学编程》第22章文件输入与输出之文件位置
http://www.kidscode.cn/archives/6428,2018-08-29 21:46,Python基础练习实例27（递归练习）
http://www.kidscode.cn/archives/6353,2018-08-14 22:08,Python基础练习实例24（有规律的数列）
http://www.kidscode.cn/archives/6456,2018-09-10 20:19,Python基础练习实例31(你说我猜)
http://www.kidscode.cn/archives/6484,2018-09-17 17:14,Python基础练习实例32(列表操作)
http://www.kidscode.cn/archives/6432,2018-08-30 21:59,Python基础练习实例28（推算年龄）
http://www.kidscode.cn/archives/6490,2018-09-21 20:58,Python基础练习实例33(按逗号分隔列表)
http://www.kidscode.cn/archives/6539,2018-10-08 17:12,Python基础练习实例35(找素数)
http://www.kidscode.cn/archives/6553,2018-10-15 22:38,Python基础练习实例37(数组逆序)
http://www.kidscode.cn/archives/6544,2018-10-10 22:30,Python基础练习实例36(选择排序)
http://www.kidscode.cn/archives/6601,2018-10-29 22:35,Python基础练习实例38(数组操作)
http://www.kidscode.cn/archives/6445,2018-09-04 20:34,Python基础练习实例29（分解数字）
http://www.kidscode.cn/archives/6517,2018-09-29 22:23,Python基础练习实例34(__name__的使用)
http://www.kidscode.cn/archives/6168,2018-07-23 21:26,Python基础练习实例19（找完数）
http://www.kidscode.cn/archives/3265,2016-04-07 11:19,《与孩子一起学编程》第24章计算机仿真之把时间保存到文件
http://www.kidscode.cn/archives/3320,2016-04-13 14:41,《与孩子一起学编程》第25章接下来呢之一般编程
http://www.kidscode.cn/archives/3300,2016-04-12 10:56,《与孩子一起学编程》第24章计算机仿真之本章小结
http://www.kidscode.cn/archives/3283,2016-04-11 14:27,《与孩子一起学编程》第24章计算机仿真之电子宠物
http://www.kidscode.cn/archives/6702,2018-11-16 18:04,Python基础练习实例39(循环控制)
http://www.kidscode.cn/archives/3236,2016-04-01 10:54,《与孩子一起学编程》第24章计算机仿真之时间对象
http://www.kidscode.cn/archives/3329,2016-04-15 12:13,《与孩子一起学编程》第25章接下来呢之游戏编程与Pygame
http://www.kidscode.cn/archives/3375,2016-04-18 11:23,《与孩子一起学编程》第25章接下来呢之其他Python模块
http://www.kidscode.cn/archives/3323,2016-04-14 15:03,《与孩子一起学编程》第25章接下来呢之Python
http://www.kidscode.cn/archives/5854,2018-05-22 22:10,Python 基础练习实例1（数字）
http://www.kidscode.cn/archives/3221,2016-03-30 16:39,《与孩子一起学编程》第24章计算机仿真之跟踪时间
http://www.kidscode.cn/archives/5894,2018-05-30 21:03,Python基础练习实例4（年月日算天数）
http://www.kidscode.cn/archives/5918,2018-06-04 20:47,Python基础练习实例5（数字排序）
http://www.kidscode.cn/archives/6427,2018-08-28 18:57,Python基础练习实例26（递归算阶乘）
http://www.kidscode.cn/archives/5875,2018-05-29 22:36,Python 基础练习实例3（找数字）
http://www.kidscode.cn/archives/5921,2018-06-05 18:31,Python基础练习实例6（斐波那契数列）
http://www.kidscode.cn/archives/5949,2018-06-10 22:07,Python基础练习实例8（9*9乘法口诀表）
http://www.kidscode.cn/archives/5955,2018-06-13 18:14,Python基础练习实例9（等待1秒输出）
http://www.kidscode.cn/archives/5858,2018-05-23 22:15,Python 基础练习实例2（算提成）
http://www.kidscode.cn/archives/3412,2016-04-28 12:22,《与孩子一起学编程》第9、10、11章自测题答案
http://www.kidscode.cn/archives/3418,2016-04-29 16:49,给Python初学者的一些技巧
http://www.kidscode.cn/archives/3408,2016-04-27 14:07,《与孩子一起学编程》第6、7、8章自测题答案
http://www.kidscode.cn/archives/3425,2016-05-04 10:06,《与孩子一起学编程》第15、16、17章自测题答案
http://www.kidscode.cn/archives/5932,2018-06-07 21:18,Python基础练习实例7（复制列表数据）
http://www.kidscode.cn/archives/3414,2016-04-28 13:17,《与孩子一起学编程》第12、13、14章自测题答案
http://www.kidscode.cn/archives/6826,2018-12-16 20:22,Python基础练习实例42（按位或|运算)
http://www.kidscode.cn/archives/6784,2018-12-07 23:09,Python基础练习实例42（按位与运算)
http://www.kidscode.cn/archives/3426,2016-05-04 10:10,《与孩子一起学编程》第18、19、20章自测题答案
http://www.kidscode.cn/archives/6829,2018-12-19 22:12,Python基础练习实例43（找水仙花数)
http://www.kidscode.cn/archives/6842,2018-12-24 18:00,Python基础练习实例44（按位&运算的实际应用)
http://www.kidscode.cn/archives/3427,2016-05-04 10:17,《与孩子一起学编程》第21、22、23章自测题答案
http://www.kidscode.cn/archives/6875,2018-12-30 20:56,Python基础练习实例45（使用异或交换两个数)
http://www.kidscode.cn/archives/3403,2016-04-26 13:23,《与孩子一起学编程》第3、4、5章自测题答案
http://www.kidscode.cn/archives/6747,2018-11-27 22:06,Python基础练习实例41(两个变量互换)
http://www.kidscode.cn/archives/3398,2016-04-25 14:19,《与孩子一起学编程》第1、2章自测题答案
http://www.kidscode.cn/archives/6922,2019-01-14 22:00,Python基础练习实例46（查询价格）
http://www.kidscode.cn/archives/7041,2019-02-18 22:35,Python基础练习实例48（计算绝对值，位运算实际应用)
http://www.kidscode.cn/archives/6928,2019-01-18 21:39,Python基础练习实例47（变换符号，位运算实际应用)
http://www.kidscode.cn/archives/1432,2015-06-02 14:34,《与孩子一起学编程》第三章之四大基本运算
http://www.kidscode.cn/archives/1458,2015-06-06 18:34,《与孩子一起学编程》第三章之另外两个操作符
http://www.kidscode.cn/archives/1439,2015-06-03 13:57,《与孩子一起学编程》第三章之操作符
http://www.kidscode.cn/archives/1408,2015-06-01 22:38,《与孩子一起学编程》第二章记住内存和变量之全新的我
http://www.kidscode.cn/archives/1484,2015-06-11 13:18,《与孩子一起学编程》第四章之类型转换错误
http://www.kidscode.cn/archives/1296,2015-04-16 13:17,《与孩子一起学编程》第一章出发吧之安装Python、从IDLE启动Python
http://www.kidscode.cn/archives/1509,2015-06-14 16:04,《与孩子一起学编程》第四章之使用类型转换
http://www.kidscode.cn/archives/1454,2015-06-04 12:29,《与孩子一起学编程》第三章之运算顺序
http://www.kidscode.cn/archives/1465,2015-06-08 16:33,《与孩子一起学编程》第三章之非常大和非常小
http://www.kidscode.cn/archives/1480,2015-06-10 13:46,《与孩子一起学编程》第四章之得到更多信息：type()
http://www.kidscode.cn/archives/1339,2015-04-24 16:32,《与孩子一起学编程》第二章记住内存和变量之输入、处理和输出
http://www.kidscode.cn/archives/1344,2015-04-27 13:37,《与孩子一起学编程》第二章记住内存和变量之名字
http://www.kidscode.cn/archives/1363,2015-05-05 22:48,《与孩子一起学编程》第二章记住内存和变量之数字和字符串
http://www.kidscode.cn/archives/1361,2015-05-04 22:52,《与孩子一起学编程》第二章记住内存和变量之名字里面是什么
http://www.kidscode.cn/archives/1332,2015-04-23 11:56,《与孩子一起学编程》第一章出发吧之第二个程序
http://www.kidscode.cn/archives/1369,2015-05-07 22:53,《与孩子一起学编程》第二章记住内存和变量之它们有多“可爱”
http://www.kidscode.cn/archives/1475,2015-06-09 12:33,《与孩子一起学编程》第四章数据的类型之改变类型
http://www.kidscode.cn/archives/1303,2015-04-16 14:38,《与孩子一起学编程》第一章出发吧之指令学习、与Python交互
http://www.kidscode.cn/archives/1315,2015-04-17 09:53,《与孩子一起学编程》第一章出发吧之学习编程、运行程序
http://www.kidscode.cn/archives/1323,2015-04-20 20:37,《与孩子一起学编程》第一章出发吧之如果出现问题怎么办？
http://www.kidscode.cn/archives/1764,2015-08-21 19:39,《与孩子一起学编程》第十章游戏时间到了
